parent_sku,child_sku,attribute_set,price,qty,visibility,status,material,style,room,color_family,fabric,images
DRX-HL-DC-CHA,DRX-HL-DC-CHA-WHT,furniture,119.00,80,1,1,wood,modern,dining,white,,"dining-chair-charlottenborg-white-001.jpg,dining-chair-charlottenborg-scene-detail-002.jpg,dining-chair-charlottenborg-scene-dining-001.jpg"
DRX-HL-DC-CHA,DRX-HL-DC-CHA-BLK,furniture,119.00,75,1,1,wood,modern,dining,black,,"dining-chair-charlottenborg-black-001.jpg,dining-chair-charlottenborg-scene-detail-002.jpg,dining-chair-charlottenborg-scene-dining-001.jpg"
DRX-HL-DC-CHA,DRX-HL-DC-CHA-GRY,furniture,129.00,60,1,1,wood,modern,dining,grey,,"dining-chair-charlottenborg-grey-001.jpg,dining-chair-charlottenborg-scene-detail-002.jpg,dining-chair-charlottenborg-scene-dining-001.jpg"
DRX-HL-WA-PRT,DRX-HL-WA-PRT-SCA,decor,89.00,40,1,1,wood,scandinavian,living,,,wall-art-scandinavian-001.jpg
DRX-HL-WA-PRT,DRX-HL-WA-PRT-MID,decor,89.00,35,1,1,wood,mid-century,living,,,wall-art-midcentury-001.jpg
DRX-HL-WA-PRT,DRX-HL-WA-PRT-BOH,decor,89.00,30,1,1,wood,bohemian,living,,,wall-art-bohemian-001.jpg
DRX-HL-OUT-GAR,DRX-HL-OUT-GAR-GRY,furniture,599.00,15,1,1,metal,modern,outdoor,grey,,"outdoor-garden-grey-001.jpg,outdoor-garden-scene-evening-002.jpg,outdoor-garden-scene-terrace-001.jpg"
DRX-HL-OUT-GAR,DRX-HL-OUT-GAR-BLK,furniture,599.00,12,1,1,metal,modern,outdoor,black,,"outdoor-garden-black-001.jpg,outdoor-garden-scene-evening-002.jpg,outdoor-garden-scene-terrace-001.jpg"
DRX-HL-SOFA-HEL,DRX-HL-SOFA-HEL-NVY-LIN,furniture,949,8,1,1,fabric,scandinavian,living,navy,linen,"sofa-helsinki-navy-velvet-001.jpg,sofa-helsinki-scene-detail-002.jpg,sofa-helsinki-scene-living-001.jpg"
DRX-HL-SOFA-HEL,DRX-HL-SOFA-HEL-FOR-VEL,furniture,999,6,1,1,fabric,scandinavian,living,forest,velvet,"sofa-helsinki-forest-linen-001.jpg,sofa-helsinki-scene-detail-002.jpg,sofa-helsinki-scene-living-001.jpg"
DRX-HL-SOFA-HEL,DRX-HL-SOFA-HEL-BEI-LIN,furniture,899,9,1,1,fabric,scandinavian,living,beige,linen,"sofa-helsinki-beige-boucle-001.jpg,sofa-helsinki-scene-detail-002.jpg,sofa-helsinki-scene-living-001.jpg"
DRX-HL-SOFA-HEL,DRX-HL-SOFA-HEL-GRY-VEL,furniture,949,7,1,1,fabric,scandinavian,living,grey,velvet,"sofa-helsinki-grey-linen-001.jpg,sofa-helsinki-scene-detail-002.jpg,sofa-helsinki-scene-living-001.jpg"
DRX-HL-SOFA-OSL,DRX-HL-SOFA-OSL-FOR,furniture,1199,5,1,1,fabric,modern,living,forest,,"sofa-oslo-grey-001.jpg,sofa-oslo-scene-detail-002.jpg,sofa-oslo-scene-living-001.jpg"
DRX-HL-SOFA-OSL,DRX-HL-SOFA-OSL-CHA,furniture,1249,4,1,1,fabric,modern,living,charcoal,,"sofa-oslo-navy-001.jpg,sofa-oslo-scene-detail-002.jpg,sofa-oslo-scene-living-001.jpg"
DRX-HL-LC-AAR,DRX-HL-LC-AAR-BOU,furniture,549,12,1,1,fabric,scandinavian,living,,boucle,"lounge-aarhus-linen-001.jpg,lounge-aarhus-scene-detail-002.jpg,lounge-aarhus-scene-reading-001.jpg"
DRX-HL-LC-AAR,DRX-HL-LC-AAR-WOV,furniture,479,18,1,1,fabric,scandinavian,living,,woven,"lounge-aarhus-velvet-001.jpg,lounge-aarhus-scene-detail-002.jpg,lounge-aarhus-scene-reading-001.jpg"
DRX-HL-DC-CHA,DRX-HL-DC-CHA-NVY,furniture,129,50,1,1,wood,modern,dining,navy,,"dining-chair-charlottenborg-shell-001.jpg,dining-chair-charlottenborg-scene-detail-002.jpg,dining-chair-charlottenborg-scene-dining-001.jpg"
DRX-HL-DC-CHA,DRX-HL-DC-CHA-OAK,furniture,139,55,1,1,wood,modern,dining,oak,,"dining-chair-charlottenborg-shell-001.jpg,dining-chair-charlottenborg-scene-detail-002.jpg,dining-chair-charlottenborg-scene-dining-001.jpg"
DRX-HL-DC-CHA,DRX-HL-DC-CHA-WAL,furniture,149,40,1,1,wood,modern,dining,walnut,,"dining-chair-charlottenborg-shell-001.jpg,dining-chair-charlottenborg-scene-detail-002.jpg,dining-chair-charlottenborg-scene-dining-001.jpg"
DRX-HL-WA-PRT,DRX-HL-WA-PRT-JPN,decor,99,30,1,1,wood,japanese,living,,,wall-art-scandinavian-001.jpg
DRX-HL-WA-PRT,DRX-HL-WA-PRT-ABS,decor,99,25,1,1,wood,abstract,living,,,wall-art-midcentury-001.jpg
DRX-HL-WA-PRT,DRX-HL-WA-PRT-MIN,decor,89,35,1,1,wood,minimalist,living,,,wall-art-bohemian-001.jpg
DRX-HL-OUT-GAR,DRX-HL-OUT-GAR-WHT,furniture,599,10,1,1,metal,modern,outdoor,white,,"outdoor-garden-grey-001.jpg,outdoor-garden-scene-evening-002.jpg,outdoor-garden-scene-terrace-001.jpg"
DRX-HL-OUT-GAR,DRX-HL-OUT-GAR-BEI,furniture,619,8,1,1,metal,modern,outdoor,beige,,"outdoor-garden-grey-001.jpg,outdoor-garden-scene-evening-002.jpg,outdoor-garden-scene-terrace-001.jpg"
DRX-HL-OUT-GAR,DRX-HL-OUT-GAR-NVY,furniture,649,6,1,1,metal,modern,outdoor,navy,,"outdoor-garden-black-001.jpg,outdoor-garden-scene-evening-002.jpg,outdoor-garden-scene-terrace-001.jpg"
DRX-HL-OUT-GAR,DRX-HL-OUT-GAR-FOR,furniture,649,5,1,1,metal,modern,outdoor,forest,,"outdoor-garden-black-001.jpg,outdoor-garden-scene-evening-002.jpg,outdoor-garden-scene-terrace-001.jpg"
DRX-HL-SOFA-CHESTERF,DRX-HL-SOFA-CHESTERF-V1,furniture,859.75,8,1,1,leather,scandinavian,living,grey,,"sofa-chesterfield-akureyri-001.jpg,sofa-chesterfield-akureyri-scene-living-001.jpg,sofa-chesterfield-akureyri-scene-detail-002.jpg"
DRX-HL-SOFA-CHESTERF,DRX-HL-SOFA-CHESTERF-V2,furniture,905.00,11,1,1,leather,scandinavian,living,beige,,"sofa-chesterfield-akureyri-001.jpg,sofa-chesterfield-akureyri-scene-living-001.jpg,sofa-chesterfield-akureyri-scene-detail-002.jpg"
DRX-HL-SOFA-CHESTERF,DRX-HL-SOFA-CHESTERF-V3,furniture,950.25,14,1,1,leather,scandinavian,living,navy,,"sofa-chesterfield-akureyri-001.jpg,sofa-chesterfield-akureyri-scene-living-001.jpg,sofa-chesterfield-akureyri-scene-detail-002.jpg"
DRX-HL-SOFA-CHESTERF,DRX-HL-SOFA-CHESTERF-V4,furniture,995.50,17,1,1,leather,scandinavian,living,forest,,"sofa-chesterfield-akureyri-001.jpg,sofa-chesterfield-akureyri-scene-living-001.jpg,sofa-chesterfield-akureyri-scene-detail-002.jpg"
DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-MODULAR--V1,furniture,1021.25,8,1,1,fabric,industrial,living,beige,,"sofa-modular-l-shape-andenes-001.jpg,sofa-modular-l-shape-andenes-scene-living-001.jpg,sofa-modular-l-shape-andenes-scene-detail-002.jpg"
DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-MODULAR--V2,furniture,1075.00,11,1,1,fabric,industrial,living,grey,,"sofa-modular-l-shape-andenes-001.jpg,sofa-modular-l-shape-andenes-scene-living-001.jpg,sofa-modular-l-shape-andenes-scene-detail-002.jpg"
DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-MODULAR--V3,furniture,1128.75,14,1,1,fabric,industrial,living,navy,,"sofa-modular-l-shape-andenes-001.jpg,sofa-modular-l-shape-andenes-scene-living-001.jpg,sofa-modular-l-shape-andenes-scene-detail-002.jpg"
DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-MODULAR--V4,furniture,1182.50,17,1,1,fabric,industrial,living,forest,,"sofa-modular-l-shape-andenes-001.jpg,sofa-modular-l-shape-andenes-scene-living-001.jpg,sofa-modular-l-shape-andenes-scene-detail-002.jpg"
DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-SLEEPER-V1,furniture,1225.50,8,1,1,fabric,mid-century,living,navy,,"sofa-sleeper-arendal-001.jpg,sofa-sleeper-arendal-scene-living-001.jpg,sofa-sleeper-arendal-scene-detail-002.jpg"
DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-SLEEPER-V2,furniture,1290.00,11,1,1,fabric,mid-century,living,grey,,"sofa-sleeper-arendal-001.jpg,sofa-sleeper-arendal-scene-living-001.jpg,sofa-sleeper-arendal-scene-detail-002.jpg"
DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-SLEEPER-V3,furniture,1354.50,14,1,1,fabric,mid-century,living,beige,,"sofa-sleeper-arendal-001.jpg,sofa-sleeper-arendal-scene-living-001.jpg,sofa-sleeper-arendal-scene-detail-002.jpg"
DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-SLEEPER-V4,furniture,1419.00,17,1,1,fabric,mid-century,living,forest,,"sofa-sleeper-arendal-001.jpg,sofa-sleeper-arendal-scene-living-001.jpg,sofa-sleeper-arendal-scene-detail-002.jpg"
DRX-HL-SOFA-LOVESEAT,DRX-HL-SOFA-LOVESEAT-V1,furniture,1453.50,8,1,1,fabric,modern,living,forest,,"sofa-loveseat-bergvik-001.jpg,sofa-loveseat-bergvik-scene-living-001.jpg,sofa-loveseat-bergvik-scene-detail-002.jpg"
DRX-HL-SOFA-LOVESEAT,DRX-HL-SOFA-LOVESEAT-V2,furniture,1530.00,11,1,1,fabric,modern,living,grey,,"sofa-loveseat-bergvik-001.jpg,sofa-loveseat-bergvik-scene-living-001.jpg,sofa-loveseat-bergvik-scene-detail-002.jpg"
DRX-HL-SOFA-LOVESEAT,DRX-HL-SOFA-LOVESEAT-V3,furniture,1606.50,14,1,1,fabric,modern,living,beige,,"sofa-loveseat-bergvik-001.jpg,sofa-loveseat-bergvik-scene-living-001.jpg,sofa-loveseat-bergvik-scene-detail-002.jpg"
DRX-HL-SOFA-LOVESEAT,DRX-HL-SOFA-LOVESEAT-V4,furniture,1683.00,17,1,1,fabric,modern,living,navy,,"sofa-loveseat-bergvik-001.jpg,sofa-loveseat-bergvik-scene-living-001.jpg,sofa-loveseat-bergvik-scene-detail-002.jpg"
DRX-HL-SOFA-CURVED,DRX-HL-SOFA-CURVED-V1,furniture,1710.00,8,1,1,fabric,bohemian,living,white,,"sofa-curved-bodo-001.jpg,sofa-curved-bodo-scene-living-001.jpg,sofa-curved-bodo-scene-detail-002.jpg"
DRX-HL-SOFA-CURVED,DRX-HL-SOFA-CURVED-V2,furniture,1800.00,11,1,1,fabric,bohemian,living,grey,,"sofa-curved-bodo-001.jpg,sofa-curved-bodo-scene-living-001.jpg,sofa-curved-bodo-scene-detail-002.jpg"
DRX-HL-SOFA-CURVED,DRX-HL-SOFA-CURVED-V3,furniture,1890.00,14,1,1,fabric,bohemian,living,beige,,"sofa-curved-bodo-001.jpg,sofa-curved-bodo-scene-living-001.jpg,sofa-curved-bodo-scene-detail-002.jpg"
DRX-HL-SOFA-CURVED,DRX-HL-SOFA-CURVED-V4,furniture,1980.00,17,1,1,fabric,bohemian,living,navy,,"sofa-curved-bodo-001.jpg,sofa-curved-bodo-scene-living-001.jpg,sofa-curved-bodo-scene-detail-002.jpg"
DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-BOUCLE-M-V1,furniture,1985.50,8,1,1,fabric,japanese,living,black,,"sofa-boucle-modern-egilsstadir-001.jpg,sofa-boucle-modern-egilsstadir-scene-living-001.jpg,sofa-boucle-modern-egilsstadir-scene-detail-002.jpg"
DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-BOUCLE-M-V2,furniture,2090.00,11,1,1,fabric,japanese,living,grey,,"sofa-boucle-modern-egilsstadir-001.jpg,sofa-boucle-modern-egilsstadir-scene-living-001.jpg,sofa-boucle-modern-egilsstadir-scene-detail-002.jpg"
DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-BOUCLE-M-V3,furniture,2194.50,14,1,1,fabric,japanese,living,beige,,"sofa-boucle-modern-egilsstadir-001.jpg,sofa-boucle-modern-egilsstadir-scene-living-001.jpg,sofa-boucle-modern-egilsstadir-scene-detail-002.jpg"
DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-BOUCLE-M-V4,furniture,2299.00,17,1,1,fabric,japanese,living,navy,,"sofa-boucle-modern-egilsstadir-001.jpg,sofa-boucle-modern-egilsstadir-scene-living-001.jpg,sofa-boucle-modern-egilsstadir-scene-detail-002.jpg"
DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-MID-CENT-V1,furniture,2280.00,8,1,1,leather,abstract,living,oak,,"sofa-mid-century-2-seat-elsinore-001.jpg,sofa-mid-century-2-seat-elsinore-scene-living-001.jpg,sofa-mid-century-2-seat-elsinore-scene-detail-002.jpg"
DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-MID-CENT-V2,furniture,2400.00,11,1,1,leather,abstract,living,grey,,"sofa-mid-century-2-seat-elsinore-001.jpg,sofa-mid-century-2-seat-elsinore-scene-living-001.jpg,sofa-mid-century-2-seat-elsinore-scene-detail-002.jpg"
DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-MID-CENT-V3,furniture,2520.00,14,1,1,leather,abstract,living,beige,,"sofa-mid-century-2-seat-elsinore-001.jpg,sofa-mid-century-2-seat-elsinore-scene-living-001.jpg,sofa-mid-century-2-seat-elsinore-scene-detail-002.jpg"
DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-MID-CENT-V4,furniture,2640.00,17,1,1,leather,abstract,living,navy,,"sofa-mid-century-2-seat-elsinore-001.jpg,sofa-mid-century-2-seat-elsinore-scene-living-001.jpg,sofa-mid-century-2-seat-elsinore-scene-detail-002.jpg"
DRX-HL-SOFA-DEEP-CON,DRX-HL-SOFA-DEEP-CON-V1,furniture,821.75,8,1,1,fabric,minimalist,living,walnut,,"sofa-deep-contemporary-falun-001.jpg,sofa-deep-contemporary-falun-scene-living-001.jpg,sofa-deep-contemporary-falun-scene-detail-002.jpg"
DRX-HL-SOFA-DEEP-CON,DRX-HL-SOFA-DEEP-CON-V2,furniture,865.00,11,1,1,fabric,minimalist,living,grey,,"sofa-deep-contemporary-falun-001.jpg,sofa-deep-contemporary-falun-scene-living-001.jpg,sofa-deep-contemporary-falun-scene-detail-002.jpg"
DRX-HL-SOFA-DEEP-CON,DRX-HL-SOFA-DEEP-CON-V3,furniture,908.25,14,1,1,fabric,minimalist,living,beige,,"sofa-deep-contemporary-falun-001.jpg,sofa-deep-contemporary-falun-scene-living-001.jpg,sofa-deep-contemporary-falun-scene-detail-002.jpg"
DRX-HL-SOFA-DEEP-CON,DRX-HL-SOFA-DEEP-CON-V4,furniture,951.50,17,1,1,fabric,minimalist,living,navy,,"sofa-deep-contemporary-falun-001.jpg,sofa-deep-contemporary-falun-scene-living-001.jpg,sofa-deep-contemporary-falun-scene-detail-002.jpg"
DRX-HL-SOFA-COMPACT-,DRX-HL-SOFA-COMPACT--V1,furniture,969.00,8,1,1,fabric,scandinavian,living,charcoal,,"sofa-compact-two-seater-fredrikstad-001.jpg,sofa-compact-two-seater-fredrikstad-scene-living-001.jpg,sofa-compact-two-seater-fredrikstad-scene-detail-002.jpg"
DRX-HL-SOFA-COMPACT-,DRX-HL-SOFA-COMPACT--V2,furniture,1020.00,11,1,1,fabric,scandinavian,living,grey,,"sofa-compact-two-seater-fredrikstad-001.jpg,sofa-compact-two-seater-fredrikstad-scene-living-001.jpg,sofa-compact-two-seater-fredrikstad-scene-detail-002.jpg"
DRX-HL-SOFA-COMPACT-,DRX-HL-SOFA-COMPACT--V3,furniture,1071.00,14,1,1,fabric,scandinavian,living,beige,,"sofa-compact-two-seater-fredrikstad-001.jpg,sofa-compact-two-seater-fredrikstad-scene-living-001.jpg,sofa-compact-two-seater-fredrikstad-scene-detail-002.jpg"
DRX-HL-SOFA-COMPACT-,DRX-HL-SOFA-COMPACT--V4,furniture,1122.00,17,1,1,fabric,scandinavian,living,navy,,"sofa-compact-two-seater-fredrikstad-001.jpg,sofa-compact-two-seater-fredrikstad-scene-living-001.jpg,sofa-compact-two-seater-fredrikstad-scene-detail-002.jpg"
DRX-HL-SOFA-TUXEDO,DRX-HL-SOFA-TUXEDO-V1,furniture,1159.00,8,1,1,fabric,industrial,living,grey,,"sofa-tuxedo-geilo-001.jpg,sofa-tuxedo-geilo-scene-living-001.jpg,sofa-tuxedo-geilo-scene-detail-002.jpg"
DRX-HL-SOFA-TUXEDO,DRX-HL-SOFA-TUXEDO-V2,furniture,1220.00,11,1,1,fabric,industrial,living,beige,,"sofa-tuxedo-geilo-001.jpg,sofa-tuxedo-geilo-scene-living-001.jpg,sofa-tuxedo-geilo-scene-detail-002.jpg"
DRX-HL-SOFA-TUXEDO,DRX-HL-SOFA-TUXEDO-V3,furniture,1281.00,14,1,1,fabric,industrial,living,navy,,"sofa-tuxedo-geilo-001.jpg,sofa-tuxedo-geilo-scene-living-001.jpg,sofa-tuxedo-geilo-scene-detail-002.jpg"
DRX-HL-SOFA-TUXEDO,DRX-HL-SOFA-TUXEDO-V4,furniture,1342.00,17,1,1,fabric,industrial,living,forest,,"sofa-tuxedo-geilo-001.jpg,sofa-tuxedo-geilo-scene-living-001.jpg,sofa-tuxedo-geilo-scene-detail-002.jpg"
DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-CAMELBAC-V1,furniture,1382.25,8,1,1,fabric,mid-century,living,beige,,"sofa-camelback-halden-001.jpg,sofa-camelback-halden-scene-living-001.jpg,sofa-camelback-halden-scene-detail-002.jpg"
DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-CAMELBAC-V2,furniture,1455.00,11,1,1,fabric,mid-century,living,grey,,"sofa-camelback-halden-001.jpg,sofa-camelback-halden-scene-living-001.jpg,sofa-camelback-halden-scene-detail-002.jpg"
DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-CAMELBAC-V3,furniture,1527.75,14,1,1,fabric,mid-century,living,navy,,"sofa-camelback-halden-001.jpg,sofa-camelback-halden-scene-living-001.jpg,sofa-camelback-halden-scene-detail-002.jpg"
DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-CAMELBAC-V4,furniture,1600.50,17,1,1,fabric,mid-century,living,forest,,"sofa-camelback-halden-001.jpg,sofa-camelback-halden-scene-living-001.jpg,sofa-camelback-halden-scene-detail-002.jpg"
DRX-HL-SOFA-LAWSON,DRX-HL-SOFA-LAWSON-V1,furniture,1629.25,8,1,1,fabric,modern,living,navy,,"sofa-lawson-hamar-001.jpg,sofa-lawson-hamar-scene-living-001.jpg,sofa-lawson-hamar-scene-detail-002.jpg"
DRX-HL-SOFA-LAWSON,DRX-HL-SOFA-LAWSON-V2,furniture,1715.00,11,1,1,fabric,modern,living,grey,,"sofa-lawson-hamar-001.jpg,sofa-lawson-hamar-scene-living-001.jpg,sofa-lawson-hamar-scene-detail-002.jpg"
DRX-HL-SOFA-LAWSON,DRX-HL-SOFA-LAWSON-V3,furniture,1800.75,14,1,1,fabric,modern,living,beige,,"sofa-lawson-hamar-001.jpg,sofa-lawson-hamar-scene-living-001.jpg,sofa-lawson-hamar-scene-detail-002.jpg"
DRX-HL-SOFA-LAWSON,DRX-HL-SOFA-LAWSON-V4,furniture,1886.50,17,1,1,fabric,modern,living,forest,,"sofa-lawson-hamar-001.jpg,sofa-lawson-hamar-scene-living-001.jpg,sofa-lawson-hamar-scene-detail-002.jpg"
DRX-HL-SOFA-TRACK-AR,DRX-HL-SOFA-TRACK-AR-V1,furniture,1900.00,8,1,1,fabric,bohemian,living,forest,,"sofa-track-arm-hammerfest-001.jpg,sofa-track-arm-hammerfest-scene-living-001.jpg,sofa-track-arm-hammerfest-scene-detail-002.jpg"
DRX-HL-SOFA-TRACK-AR,DRX-HL-SOFA-TRACK-AR-V2,furniture,2000.00,11,1,1,fabric,bohemian,living,grey,,"sofa-track-arm-hammerfest-001.jpg,sofa-track-arm-hammerfest-scene-living-001.jpg,sofa-track-arm-hammerfest-scene-detail-002.jpg"
DRX-HL-SOFA-TRACK-AR,DRX-HL-SOFA-TRACK-AR-V3,furniture,2100.00,14,1,1,fabric,bohemian,living,beige,,"sofa-track-arm-hammerfest-001.jpg,sofa-track-arm-hammerfest-scene-living-001.jpg,sofa-track-arm-hammerfest-scene-detail-002.jpg"
DRX-HL-SOFA-TRACK-AR,DRX-HL-SOFA-TRACK-AR-V4,furniture,2200.00,17,1,1,fabric,bohemian,living,navy,,"sofa-track-arm-hammerfest-001.jpg,sofa-track-arm-hammerfest-scene-living-001.jpg,sofa-track-arm-hammerfest-scene-detail-002.jpg"
DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-CABRIOLE-V1,furniture,2189.75,8,1,1,fabric,japanese,living,white,,"sofa-cabriole-harstad-001.jpg,sofa-cabriole-harstad-scene-living-001.jpg,sofa-cabriole-harstad-scene-detail-002.jpg"
DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-CABRIOLE-V2,furniture,2305.00,11,1,1,fabric,japanese,living,grey,,"sofa-cabriole-harstad-001.jpg,sofa-cabriole-harstad-scene-living-001.jpg,sofa-cabriole-harstad-scene-detail-002.jpg"
DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-CABRIOLE-V3,furniture,2420.25,14,1,1,fabric,japanese,living,beige,,"sofa-cabriole-harstad-001.jpg,sofa-cabriole-harstad-scene-living-001.jpg,sofa-cabriole-harstad-scene-detail-002.jpg"
DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-CABRIOLE-V4,furniture,2535.50,17,1,1,fabric,japanese,living,navy,,"sofa-cabriole-harstad-001.jpg,sofa-cabriole-harstad-scene-living-001.jpg,sofa-cabriole-harstad-scene-detail-002.jpg"
DRX-HL-SOFA-ENGLISH-,DRX-HL-SOFA-ENGLISH--V1,furniture,788.50,8,1,1,fabric,abstract,living,black,,"sofa-english-roll-arm-hofn-001.jpg,sofa-english-roll-arm-hofn-scene-living-001.jpg,sofa-english-roll-arm-hofn-scene-detail-002.jpg"
DRX-HL-SOFA-ENGLISH-,DRX-HL-SOFA-ENGLISH--V2,furniture,830.00,11,1,1,fabric,abstract,living,grey,,"sofa-english-roll-arm-hofn-001.jpg,sofa-english-roll-arm-hofn-scene-living-001.jpg,sofa-english-roll-arm-hofn-scene-detail-002.jpg"
DRX-HL-SOFA-ENGLISH-,DRX-HL-SOFA-ENGLISH--V3,furniture,871.50,14,1,1,fabric,abstract,living,beige,,"sofa-english-roll-arm-hofn-001.jpg,sofa-english-roll-arm-hofn-scene-living-001.jpg,sofa-english-roll-arm-hofn-scene-detail-002.jpg"
DRX-HL-SOFA-ENGLISH-,DRX-HL-SOFA-ENGLISH--V4,furniture,913.00,17,1,1,fabric,abstract,living,navy,,"sofa-english-roll-arm-hofn-001.jpg,sofa-english-roll-arm-hofn-scene-living-001.jpg,sofa-english-roll-arm-hofn-scene-detail-002.jpg"
DRX-HL-LC-WINGBACK,DRX-HL-LC-WINGBACK-V1,furniture,427.50,8,1,1,fabric,minimalist,living,oak,velvet,"lounge-wingback-horsens-001.jpg,lounge-wingback-horsens-scene-reading-001.jpg,lounge-wingback-horsens-scene-detail-002.jpg"
DRX-HL-LC-WINGBACK,DRX-HL-LC-WINGBACK-V2,furniture,450.00,11,1,1,fabric,minimalist,living,oak,linen,"lounge-wingback-horsens-001.jpg,lounge-wingback-horsens-scene-reading-001.jpg,lounge-wingback-horsens-scene-detail-002.jpg"
DRX-HL-LC-WINGBACK,DRX-HL-LC-WINGBACK-V3,furniture,472.50,14,1,1,fabric,minimalist,living,oak,leather,"lounge-wingback-horsens-001.jpg,lounge-wingback-horsens-scene-reading-001.jpg,lounge-wingback-horsens-scene-detail-002.jpg"
DRX-HL-LC-WINGBACK,DRX-HL-LC-WINGBACK-V4,furniture,495.00,17,1,1,fabric,minimalist,living,oak,boucle,"lounge-wingback-horsens-001.jpg,lounge-wingback-horsens-scene-reading-001.jpg,lounge-wingback-horsens-scene-detail-002.jpg"
DRX-HL-LC-TUB-CHAI,DRX-HL-LC-TUB-CHAI-V1,furniture,503.50,8,1,1,fabric,scandinavian,living,walnut,boucle,"lounge-tub-chair-huskvarna-001.jpg,lounge-tub-chair-huskvarna-scene-reading-001.jpg,lounge-tub-chair-huskvarna-scene-detail-002.jpg"
DRX-HL-LC-TUB-CHAI,DRX-HL-LC-TUB-CHAI-V2,furniture,530.00,11,1,1,fabric,scandinavian,living,walnut,linen,"lounge-tub-chair-huskvarna-001.jpg,lounge-tub-chair-huskvarna-scene-reading-001.jpg,lounge-tub-chair-huskvarna-scene-detail-002.jpg"
